mockit:jmockit:0.992,mockit:jmockit:0.993,com.sun:tools:1.6.0 org.slf4j:slf4j-log4j12:1.5.8,org.slf4j:slf4j-api:1.5.8 log4j:log4j:1.2.15
org.apache.directory.daemon:daemon-plugin:1.1.0,org.apache.directory.daemon:daemon-plugin:1.1.1,org.apache.directory.daemon:daemon-bootstrappers:1.1.0 org.slf4j:nlog4j:1.2.25,tanukisoft:wrapper:3.2.3 org.slf4j:slf4j-log4j12:1.4.3 org.apache.directory.daemon:daemon-bootstrappers:1.1.1 org.slf4j:slf4j-api:1.4.3
org.apache.camel:camel-example-spring:1.4.0,org.apache.camel:camel-example-spring:1.5.0,org.apache.camel:camel-jms:1.4.0 org.apache.camel:camel-spring:1.4.0 org.slf4j:slf4j-api:1.6.1,org.apache.camel:camel-spring:1.5.0 org.springframework:spring-aop:2.5.5 org.apache.directory.server:apacheds-ldif-partition:2.0.0-M2 org.apache.camel:camel-jms:1.5.0 log4j:log4j:1.2.14
net.ftlines.wicket-fullcalendar:wicket-fullcalendar-examples:1.2.1,net.ftlines.wicket-fullcalendar:wicket-fullcalendar-examples:2.0,org.apache.wicket:wicket:1.4.17 net.ftlines.wicket-fullcalendar:wicket-fullcalendar-core:1.2.1 log4j:log4j:1.2.14 org.slf4j:slf4j-log4j12:1.5.8,net.ftlines.wicket-fullcalendar:wicket-fullcalendar-core:2.0 log4j:log4j:1.2.16 org.apache.wicket:wicket-core:6.3.0 org.slf4j:slf4j-log4j12:1.6.4
net.ftlines.wicket-bean-validation:core:1.0,net.ftlines.wicket-bean-validation:core:1.1,org.apache.wicket:wicket:1.4.18 org.slf4j:slf4j-log4j12:1.5.8,org.slf4j:slf4j-log4j12:1.6.2 org.apache.wicket:wicket-core:1.5.3
net.ftlines.wicket-bean-validation:examples:1.0,net.ftlines.wicket-bean-validation:examples:1.1,org.apache.wicket:wicket:1.4.18 net.ftlines.wicket-bean-validation:core:1.0 org.slf4j:slf4j-log4j12:1.5.8,org.slf4j:slf4j-log4j12:1.6.2 net.ftlines.wicket-bean-validation:core:1.1 org.apache.wicket:wicket-core:1.5.3
org.apache.directory.server:apacheds-server-integ:1.5.7,org.apache.directory.server:apacheds-server-integ:2.0.0-M1,org.apache.directory.shared:shared-ldap-schema-loader:0.9.19 org.apache.directory.shared:shared-ldap-jndi:0.9.19 org.apache.directory.shared:shared-cursor:0.9.19 org.apache.directory.shared:shared-asn1:0.9.19 org.apache.directory.server:apacheds-core-integ:1.5.7 org.apache.directory.shared:shared-ldif:0.9.19 org.apache.directory.shared:shared-ldap-converter:0.9.19 org.apache.directory.shared:shared-dsml-parser:0.9.19 org.apache.directory.shared:shared-ldap-schema-manager:0.9.19 org.apache.directory.shared:shared-ldap-constants:0.9.19 org.apache.directory.shared:shared-asn1-codec:0.9.19 org.slf4j:slf4j-api:1.5.10 org.apache.directory.shared:shared-ldap-schema:0.9.19 org.apache.directory.shared:shared-ldap-schema-dao:0.9.19 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.7 org.apache.directory.client.ldap:ldap-client-api:0.1 org.apache.directory.shared:shared-ldap:0.9.19,org.apache.directory.shared:shared-ldap-extras-codec:1.0.0-M5 org.apache.directory.shared:shared-asn1-api:1.0.0-M5 org.apache.directory.shared:shared-ldap-client-api:1.0.0-M5 org.apache.directory.server:apacheds-core-api:2.0.0-M1 org.apache.directory.shared:shared-util:1.0.0-M5 org.apache.directory.shared:shared-ldap-model:1.0.0-M5 org.slf4j:slf4j-api:1.6.1 log4j:log4j:1.2.16 org.apache.mina:mina-core:2.0.4 org.apache.directory.shared:shared-ldap-extras-sp:1.0.0-M5 org.apache.directory.server:apacheds-core-jndi:2.0.0-M1 org.apache.directory.server:apacheds-test-framework:2.0.0-M1 org.apache.directory.server:apacheds-interceptor-kerberos:2.0.0-M1 org.apache.directory.server:apacheds-core:2.0.0-M1 org.apache.directory.server:apacheds-core-integ:2.0.0-M1 org.apache.directory.shared:shared-dsml-engine:1.0.0-M5 org.apache.directory.shared:shared-ldap-codec-core:1.0.0-M5 org.apache.directory.server:apacheds-protocol-ldap:2.0.0-M1 org.apache.directory.server:apacheds-core-annotations:2.0.0-M1 org.apache.directory.server:apacheds-kerberos-codec:2.0.0-M1 org.apache.directory.server:apacheds-server-annotations:2.0.0-M1
org.apache.directory.server:apacheds-bootstrap-plugin:1.5.0,org.apache.directory.server:apacheds-bootstrap-plugin:1.5.1,org.apache.maven:maven-project:2.0 org.apache.directory.shared:shared-ldap:0.9.6 org.apache.directory.server:apacheds-utils:1.5.0 org.apache.directory.server:apacheds-constants:1.5.0 org.slf4j:nlog4j:1.2.25 org.apache.directory.server:apacheds-schema-bootstrap:1.5.0 org.apache.maven:maven-plugin-api:2.0 org.apache.directory.server:apacheds-jdbm-store:1.5.0,org.slf4j:slf4j-log4j12:1.4.3 org.apache.directory.server:apacheds-jdbm-store:1.5.1 org.apache.directory.server:apacheds-constants:1.5.1 org.apache.maven:maven-project:2.0.7 org.apache.directory.server:apacheds-schema-bootstrap:1.5.1 org.apache.maven:maven-plugin-api:2.0.7 org.apache.directory.server:apacheds-utils:1.5.1 org.apache.directory.shared:shared-ldap:0.9.7 org.slf4j:slf4j-api:1.4.3
org.apache.directory.installers:installers-parent:1.5.5,org.apache.directory.installers:installers-parent:1.5.6,org.apache.directory.server:apacheds-bootstrap-partition:1.5.5 org.apache.directory.server:apacheds-protocol-ntp:1.5.5 org.apache.directory.server:apacheds-protocol-changepw:1.5.5 org.apache.directory.daemon:daemon-bootstrappers:1.1.6 org.apache.directory.server:apacheds-xbean-spring:1.5.5 org.apache.directory.server:apacheds-server-jndi:1.5.5 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.5 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.slf4j:jcl-over-slf4j:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.5 org.apache.directory.server:apacheds-protocol-dns:1.5.5 org.apache.directory.server:apacheds-xdbm-base:1.5.5 org.apache.directory.server.http:apacheds-http-integration:1.5.5 org.apache.directory.server:apacheds-server-xml:1.5.5,org.slf4j:jcl-over-slf4j:1.5.10 org.apache.directory.server:apacheds-protocol-dns:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.6 org.apache.directory.server:apacheds-server-jndi:1.5.6 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.6 org.apache.directory.server:apacheds-xbean-spring:1.5.6 org.slf4j:slf4j-log4j12:1.5.10 org.apache.directory.server:apacheds-protocol-changepw:1.5.6 org.apache.directory.server:apacheds-http-integration:1.5.6 org.apache.directory.server:apacheds-xdbm-base:1.5.6 org.slf4j:slf4j-api:1.5.10 org.apache.directory.server:apacheds-server-xml:1.5.6 org.apache.directory.daemon:daemon-bootstrappers:1.1.7 org.apache.directory.server:apacheds-protocol-ntp:1.5.6
org.apache.directory.installers:installers-parent:1.5.4,org.apache.directory.installers:installers-parent:1.5.5,org.apache.directory.server:apacheds-bootstrap-partition:1.5.4 org.slf4j:slf4j-log4j12:1.4.3 org.apache.directory.server:apacheds-xdbm-base:1.5.4 org.apache.directory.daemon:daemon-bootstrappers:1.1.5 org.apache.directory.server:apacheds-server-jndi:1.5.4 org.apache.xbean:xbean-spring:3.3 org.apache.directory.server:apacheds-protocol-kerberos:1.5.4 org.springframework:spring-context:2.0.6 org.apache.directory.server:apacheds-protocol-changepw:1.5.4 org.slf4j:jcl104-over-slf4j:1.4.3 org.apache.directory.server:apacheds-server-xml:1.5.4 org.apache.directory.server:apacheds-protocol-ntp:1.5.4 org.apache.directory.server:apacheds-xbean-spring:1.5.4 org.springframework:spring-core:2.0.6 org.apache.directory.server:apacheds-protocol-dns:1.5.4 org.springframework:spring-beans:2.0.6 org.slf4j:slf4j-api:1.4.3,org.apache.directory.server:apacheds-xbean-spring:1.5.5 org.slf4j:jcl-over-slf4j:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.5 org.apache.directory.daemon:daemon-bootstrappers:1.1.6 org.apache.directory.server:apacheds-server-xml:1.5.5 org.apache.directory.server:apacheds-protocol-dns:1.5.5 org.apache.directory.server:apacheds-xdbm-base:1.5.5 org.apache.directory.server:apacheds-server-jndi:1.5.5 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.5 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.apache.directory.server.http:apacheds-http-integration:1.5.5 org.apache.directory.server:apacheds-protocol-ntp:1.5.5 org.springframework:spring-beans:2.5.6.SEC01 org.apache.directory.server:apacheds-protocol-changepw:1.5.5 org.springframework:spring-core:2.5.6.SEC01 org.springframework:spring-context:2.5.6.SEC01 org.apache.xbean:xbean-spring:3.5 org.apache.directory.server:apacheds-bootstrap-partition:1.5.5
org.apache.directory.installers:apacheds-noarch-installer:1.5.5,org.apache.directory.installers:apacheds-noarch-installer:1.5.6,org.apache.directory.server:apacheds-bootstrap-partition:1.5.5 org.apache.directory.server:apacheds-protocol-ntp:1.5.5 org.apache.directory.server:apacheds-protocol-changepw:1.5.5 org.apache.directory.daemon:daemon-bootstrappers:1.1.6 org.apache.directory.server:apacheds-xbean-spring:1.5.5 org.apache.directory.server:apacheds-server-jndi:1.5.5 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.5 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.slf4j:jcl-over-slf4j:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.5 org.apache.directory.server:apacheds-protocol-dns:1.5.5 org.apache.directory.server:apacheds-xdbm-base:1.5.5 org.apache.directory.server.http:apacheds-http-integration:1.5.5 org.apache.directory.server:apacheds-server-xml:1.5.5,org.slf4j:jcl-over-slf4j:1.5.10 org.apache.directory.server:apacheds-protocol-dns:1.5.6 org.apache.directory.server:apacheds-core-annotations:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.6 org.apache.directory.server:apacheds-server-jndi:1.5.6 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.6 org.apache.directory.server:apacheds-xbean-spring:1.5.6 org.slf4j:slf4j-log4j12:1.5.10 org.apache.directory.server:apacheds-protocol-changepw:1.5.6 org.apache.directory.server:apacheds-http-integration:1.5.6 org.apache.directory.server:apacheds-core-api:1.5.6 org.apache.directory.server:apacheds-xdbm-base:1.5.6 org.slf4j:slf4j-api:1.5.10 org.apache.directory.server:apacheds-server-xml:1.5.6 org.apache.directory.daemon:daemon-bootstrappers:1.1.7 org.apache.directory.server:apacheds-protocol-ntp:1.5.6
org.apache.directory.installers:apacheds-noarch-installer:1.5.4,org.apache.directory.installers:apacheds-noarch-installer:1.5.5,org.apache.directory.server:apacheds-bootstrap-partition:1.5.4 org.slf4j:slf4j-log4j12:1.4.3 org.apache.directory.server:apacheds-xdbm-base:1.5.4 org.apache.directory.daemon:daemon-bootstrappers:1.1.5 org.apache.directory.server:apacheds-server-jndi:1.5.4 org.apache.xbean:xbean-spring:3.3 org.apache.directory.server:apacheds-protocol-kerberos:1.5.4 org.springframework:spring-context:2.0.6 org.apache.directory.server:apacheds-protocol-changepw:1.5.4 org.slf4j:jcl104-over-slf4j:1.4.3 org.apache.directory.server:apacheds-server-xml:1.5.4 org.apache.directory.server:apacheds-protocol-ntp:1.5.4 org.apache.directory.server:apacheds-xbean-spring:1.5.4 org.springframework:spring-core:2.0.6 org.apache.directory.server:apacheds-protocol-dns:1.5.4 org.springframework:spring-beans:2.0.6 org.slf4j:slf4j-api:1.4.3,org.apache.directory.server:apacheds-xbean-spring:1.5.5 org.slf4j:jcl-over-slf4j:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.5 org.apache.directory.daemon:daemon-bootstrappers:1.1.6 org.apache.directory.server:apacheds-server-xml:1.5.5 org.apache.directory.server:apacheds-protocol-dns:1.5.5 org.apache.directory.server:apacheds-xdbm-base:1.5.5 org.apache.directory.server:apacheds-server-jndi:1.5.5 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.5 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.apache.directory.server.http:apacheds-http-integration:1.5.5 org.apache.directory.server:apacheds-protocol-ntp:1.5.5 org.springframework:spring-beans:2.5.6.SEC01 org.apache.directory.server:apacheds-protocol-changepw:1.5.5 org.springframework:spring-core:2.5.6.SEC01 org.springframework:spring-context:2.5.6.SEC01 org.apache.xbean:xbean-spring:3.5 org.apache.directory.server:apacheds-bootstrap-partition:1.5.5
org.apache.directory.installers:apacheds-installers:1.5.4,org.apache.directory.installers:apacheds-installers:1.5.5,org.apache.directory.server:apacheds-server-xml:1.5.4 org.apache.directory.server:apacheds-protocol-ntp:1.5.4 org.apache.directory.server:apacheds-xbean-spring:1.5.4 org.apache.directory.server:apacheds-protocol-dns:1.5.4 org.springframework:spring-beans:2.0.6 org.apache.directory.server:apacheds-bootstrap-partition:1.5.4 org.apache.xbean:xbean-spring:3.3 org.apache.directory.server:apacheds-protocol-kerberos:1.5.4 org.apache.directory.server:apacheds-protocol-changepw:1.5.4 org.slf4j:jcl104-over-slf4j:1.4.3 org.slf4j:slf4j-api:1.4.3 org.apache.directory.installers:apacheds-noarch-installer:1.5.4 org.apache.directory.server:apacheds-xdbm-base:1.5.4 org.apache.directory.server:apacheds-server-jndi:1.5.4 org.slf4j:slf4j-log4j12:1.4.3 org.apache.directory.daemon:daemon-bootstrappers:1.1.5 org.springframework:spring-context:2.0.6 org.springframework:spring-core:2.0.6 org.apache.directory.server:apacheds-server-tools:1.5.4,org.apache.directory.server:apacheds-xbean-spring:1.5.5 org.slf4j:jcl-over-slf4j:1.5.6 org.apache.directory.server:apacheds-protocol-kerberos:1.5.5 org.apache.directory.daemon:daemon-bootstrappers:1.1.6 org.apache.directory.server:apacheds-server-xml:1.5.5 org.apache.directory.server:apacheds-server-tools:1.5.5 org.apache.directory.server:apacheds-protocol-dns:1.5.5 org.apache.directory.server:apacheds-xdbm-base:1.5.5 org.apache.directory.server:apacheds-server-jndi:1.5.5 org.apache.directory.server:apacheds-interceptor-kerberos:1.5.5 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.apache.directory.server.http:apacheds-http-integration:1.5.5 org.apache.directory.server:apacheds-protocol-ntp:1.5.5 org.apache.directory.installers:apacheds-noarch-installer:1.5.5 org.springframework:spring-beans:2.5.6.SEC01 org.apache.directory.server:apacheds-protocol-changepw:1.5.5 org.springframework:spring-core:2.5.6.SEC01 org.springframework:spring-context:2.5.6.SEC01 org.apache.xbean:xbean-spring:3.5 org.apache.directory.server:apacheds-bootstrap-partition:1.5.5
org.apache.continuum:continuum-buildagent-webapp:1.3.3,org.apache.continuum:continuum-buildagent-webapp:1.3.4,org.apache.continuum:continuum-distributed-slave-server:1.3.3 org.apache.continuum:continuum-buildagent-core:1.3.3 org.slf4j:slf4j-log4j12:1.5.6 org.slf4j:slf4j-api:1.5.6 org.apache.continuum:continuum-distributed-master-client:1.3.3,org.slf4j:slf4j-api:1.5.8 org.slf4j:slf4j-log4j12:1.5.8 org.apache.maven.wagon:wagon-http-lightweight:1.0-beta-2 org.apache.maven.wagon:wagon-ssh-external:1.0-beta-2 org.apache.maven.wagon:wagon-webdav:1.0-beta-2 org.apache.continuum:continuum-distributed-master-client:1.3.4 org.apache.continuum:continuum-buildagent-core:1.3.4 org.apache.maven.wagon:wagon-file:1.0-beta-2 org.apache.continuum:continuum-distributed-slave-server:1.3.4 org.apache.maven.wagon:wagon-ssh:1.0-beta-2
org.apache.camel:camel-web:2.6.0,org.apache.camel:camel-web:2.7.0,commons-logging:commons-logging:1.1.1 org.apache.camel:camel-core:2.6.0 com.sun.jersey:jersey-json:1.4 org.slf4j:slf4j-log4j12:1.6.1 com.sun.jersey.contribs:jersey-spring:1.4 org.fusesource.scalate:scalate-core:1.3.1 org.slf4j:slf4j-api:1.6.1 com.sun.jersey:jersey-atom:1.4 org.apache.camel:camel-spring:2.6.0,org.apache.camel:camel-core:2.7.0 org.scala-lang:scala-compiler:2.8.1 com.sun.jersey.contribs:jersey-spring:1.5 org.slf4j:slf4j-log4j12:1.5.11 org.fusesource.scalate:scalate-core:1.4.1 com.sun.jersey:jersey-atom:1.5 org.slf4j:slf4j-api:1.5.11 com.sun.jersey:jersey-json:1.5 org.apache.camel:camel-spring:2.7.0
